Orcid,Année,Titre,Type,Source,contact
0000-0003-1920-3847,2023,Planting nitrogen-fixing trees in tropical Eucalyptus plantations does not increase nutrient losses through drainage,journal-article,http://dx.doi.org/10.1016/j.foreco.2023.120940,Yann Nouvellon
0000-0003-1920-3847,2023,Planting nitrogen-fixing trees in tropical Eucalyptus plantations does not increase nutrient losses through drainage,journal-article,https://doi.org/10.1016/j.foreco.2023.120940,Yann Nouvellon
0000-0003-1920-3847,2023,Inter-comparison and validation against in-situ measurements of satellite estimates of incoming solar radiation for Central Africa: From the annual means to the diurnal cycles,journal-article,http://dx.doi.org/10.1016/j.atmosres.2023.106711,Yann Nouvellon
0000-0003-1920-3847,2023,The Dynamics of Immature Rubber Photosynthetic Capacities Under Macronutrients Deficiencies,journal-article,http://dx.doi.org/10.48048/tis.2023.4527,Yann Nouvellon
0000-0003-1920-3847,2022,"Potassium-limitation of forest productivity, part 1: A mechanistic model simulating the effects of potassium availability on canopy carbon and water fluxes in tropical eucalypt stands",preprint,https://doi.org/10.5194/egusphere-2022-883,Yann Nouvellon
0000-0003-1920-3847,2022,"Potassium-limitation of forest productivity, part 2: CASTANEA-MAESPA-K shows a reduction in photosynthesis rather than a stoichiometric limitation of tissue formation",preprint,https://doi.org/10.5194/egusphere-2022-884,Yann Nouvellon
0000-0003-1920-3847,2022,"Supplementary material to ""Potassium-limitation of forest productivity, part 1: A mechanistic model simulating the effects of potassium availability on canopy carbon and water fluxes in tropical eucalypt stands""",preprint,https://doi.org/10.5194/egusphere-2022-883-supplement,Yann Nouvellon
0000-0003-1920-3847,2022,"Supplementary material to ""Potassium-limitation of forest productivity, part 2: CASTANEA-MAESPA-K shows a reduction in photosynthesis rather than a stoichiometric limitation of tissue formation""",preprint,https://doi.org/10.5194/egusphere-2022-884-supplement,Yann Nouvellon
0000-0003-1920-3847,2022,Carbon and Water Cycling in Two Rubber Plantations and a Natural Forest in Mainland Southeast Asia,journal-article,http://dx.doi.org/10.1029/2022jg006840,Yann Nouvellon
0000-0003-1920-3847,2022,Carbon and Water Cycling in Two Rubber Plantations and a Natural Forest in Mainland Southeast Asia,journal-article,https://doi.org/10.1029/2022JG006840,Yann Nouvellon
0000-0003-1920-3847,2022,Carbon and Water Cycling in Two Rubber Plantations and a Natural Forest in Mainland Southeast Asia,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85130788207&partnerID=MN8TOARS,Yann Nouvellon
0000-0003-1920-3847,2022,Global maps of soil temperature,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85123931737&partnerID=MN8TOARS,Yann Nouvellon
0000-0003-1920-3847,2022,Very Low Nutrient Losses by Deep Leaching after Clearcutting Commercial Eucalyptus Plantations in Brazil,other,http://www.scopus.com/inward/record.url?eid=2-s2.0-85143532916&partnerID=MN8TOARS,Yann Nouvellon
0000-0003-1920-3847,2021,Growth-ring boundaries of tropical tree species: Aiding delimitation by long histological sections and wood density profiles,journal-article,https://doi.org/10.1016/j.dendro.2021.125878,Yann Nouvellon
0000-0003-1920-3847,2021,Growth-ring boundaries of tropical tree species: Aiding delimitation by long histological sections and wood density profiles,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85114823987&partnerID=MN8TOARS,Yann Nouvellon
0000-0003-1920-3847,2021,Potassium limitation of wood productivity: A review of elementary processes and ways forward to modelling illustrated by Eucalyptus plantations,journal-article,http://dx.doi.org/10.1016/j.foreco.2021.119275,Yann Nouvellon
0000-0003-1920-3847,2021,Potassium limitation of wood productivity: A review of elementary processes and ways forward to modelling illustrated by Eucalyptus plantations,journal-article,https://doi.org/10.1016/j.foreco.2021.119275,Yann Nouvellon
0000-0003-1920-3847,2021,Potassium limitation of wood productivity: A review of elementary processes and ways forward to modelling illustrated by Eucalyptus plantations,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85105598306&partnerID=MN8TOARS,Yann Nouvellon
0000-0003-1920-3847,2021,Potassium limitation of wood productivity: A review of elementary processes and ways forward to modelling illustrated by Eucalyptus plantations,journal-article,http://dx.doi.org/10.1016/j.foreco.2021.119275,Yann Nouvellon
0000-0003-1920-3847,2021,Potassium limitation of wood productivity: A review of elementary processes and ways forward to modelling illustrated by Eucalyptus plantations,journal-article,http://dx.doi.org/10.1016/j.foreco.2021.119275,Yann Nouvellon
0000-0003-1920-3847,2021,Production and carbon allocation in clonal Eucalyptus plantations under different planting spacings,journal-article,http://dx.doi.org/10.1016/j.foreco.2021.119249,Yann Nouvellon
0000-0003-1920-3847,2021,Production and carbon allocation in clonal Eucalyptus plantations under different planting spacings,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85105690924&partnerID=MN8TOARS,Yann Nouvellon
0000-0003-1920-3847,2021,Improvement of modeling plant responses to low soil moisture in JULESvn4.9 and evaluation against flux tower measurements,journal-article,http://dx.doi.org/10.5194/gmd-14-3269-2021,Yann Nouvellon
0000-0003-1920-3847,2021,Improvement of modeling plant responses to low soil moisture in JULESvn4.9 and evaluation against flux tower measurements,journal-article,http://dx.doi.org/10.5194/gmd-14-3269-2021,Yann Nouvellon
0000-0003-1920-3847,2021,Improvement of modeling plant responses to low soil moisture in JULESvn4.9 and evaluation against flux tower measurements,journal-article,http://dx.doi.org/10.5194/gmd-14-3269-2021,Yann Nouvellon
0000-0003-1920-3847,2021,Improvement of modeling plant responses to low soil moisture in JULESvn4.9 and evaluation against flux tower measurements,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85107553488&partnerID=MN8TOARS,Yann Nouvellon
0000-0003-1920-3847,2021,"Increased hydraulic constraints in
            Eucalyptus
            plantations fertilized with potassium",journal-article,http://dx.doi.org/10.1111/pce.14102,Yann Nouvellon
0000-0003-1920-3847,2021,Increased hydraulic constraints in Eucalyptus plantations fertilized with potassium,journal-article,https://doi.org/10.1111/pce.14102,Yann Nouvellon
0000-0003-1920-3847,2021,Increased hydraulic constraints in Eucalyptus plantations fertilized with potassium,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85107551343&partnerID=MN8TOARS,Yann Nouvellon
0000-0003-1920-3847,2021,Sun-induced fluorescence and near-infrared reflectance of vegetation track the seasonal dynamics of gross primary production over Africa,journal-article,http://dx.doi.org/10.5194/bg-18-2843-2021,Yann Nouvellon
0000-0003-1920-3847,2021,Sun-induced fluorescence and near-infrared reflectance of vegetation track the seasonal dynamics of gross primary production over Africa,journal-article,https://doi.org/10.5194/bg-18-2843-2021,Yann Nouvellon
0000-0003-1920-3847,2021,Sun-induced fluorescence and near-infrared reflectance of vegetation track the seasonal dynamics of gross primary production over Africa,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85105871699&partnerID=MN8TOARS,Yann Nouvellon
0000-0003-1920-3847,2021,Use eco-physiological modelling to investigate Potassium limitation of wood productivity in tropical eucalypt plantations,preprint,https://doi.org/10.5194/egusphere-egu21-15742,Yann Nouvellon
0000-0003-1920-3847,2021,"Author Correction: The FLUXNET2015 dataset and the ONEFlux processing pipeline for eddy covariance data (Scientific Data, (2020), 7, 1, (225), 10.1038/s41597-020-0534-3)",journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85101555491&partnerID=MN8TOARS,Yann Nouvellon
0000-0003-1920-3847,2020,Sun-induced Fluorescence and Near Infrared Reflectance of vegetation track the seasonal dynamics of gross primary production over Africa,preprint,https://doi.org/10.5194/bg-2020-242,Yann Nouvellon
0000-0003-1920-3847,2020,"Supplementary material to ""Sun-induced Fluorescence and Near Infrared Reflectance of vegetation track the seasonal dynamics of gross primary production over Africa""",preprint,https://doi.org/10.5194/bg-2020-242-supplement,Yann Nouvellon
0000-0003-1920-3847,2020,Influence of forest management activities on soil organic carbon stocks: A knowledge synthesis,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85082833000&partnerID=MN8TOARS,Yann Nouvellon
0000-0003-1920-3847,2020,Potassium fertilization increases hydraulic redistribution and water use efficiency for stemwood production in Eucalyptus grandis plantations,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85084967954&partnerID=MN8TOARS,Yann Nouvellon
0000-0003-1920-3847,2020,TRY plant trait database – enhanced coverage and open access,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85075196338&partnerID=MN8TOARS,Yann Nouvellon
0000-0003-1920-3847,2020,The FLUXNET2015 dataset and the ONEFlux processing pipeline for eddy covariance data,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85087829803&partnerID=MN8TOARS,Yann Nouvellon
0000-0003-1920-3847,2019,Fertilization increases the functional specialization of fine roots in deep soil layers for young Eucalyptus grandis trees,journal-article,http://dx.doi.org/10.1016/j.foreco.2018.03.018,Yann Nouvellon
0000-0003-1920-3847,2019,Fertilization increases the functional specialization of fine roots in deep soil layers for young Eucalyptus grandis trees,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85044371724&partnerID=MN8TOARS,Yann Nouvellon
0000-0003-1920-3847,2019,Carbon sequestration potential of rubber-tree plantation in Thailand,conference-paper,http://www.scopus.com/inward/record.url?eid=2-s2.0-85072099404&partnerID=MN8TOARS,Yann Nouvellon
0000-0003-1920-3847,2019,Consequences of clear-cutting and drought on fine root dynamics down to 17 m in coppice-managed eucalypt plantations,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85065224265&partnerID=MN8TOARS,Yann Nouvellon
0000-0003-1920-3847,2019,Estimating leaf mass per area and equivalent water thickness based on leaf optical properties: Potential and limitations of physical modeling and machine learning,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85056722861&partnerID=MN8TOARS,Yann Nouvellon
0000-0003-1920-3847,2019,"Light absorption, light use efficiency and productivity of 16 contrasted genotypes of several Eucalyptus species along a 6-year rotation in Brazil",journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85068839516&partnerID=MN8TOARS,Yann Nouvellon
0000-0003-1920-3847,2019,"Modelling carbon and water balance of Eucalyptus plantations at regional scale: Effect of climate, soil and genotypes",journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85068962869&partnerID=MN8TOARS,Yann Nouvellon
0000-0003-1920-3847,2018,Simulating the effects of different potassium and water supply regimes on soil water content and water table depth over a rotation of a tropical Eucalyptus grandis plantation,journal-article,http://dx.doi.org/10.1016/j.foreco.2017.12.048,Yann Nouvellon
0000-0003-1920-3847,2018,Simulating the effects of different potassium and water supply regimes on soil water content and water table depth over a rotation of a tropical Eucalyptus grandis plantation,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85040447132&partnerID=MN8TOARS,Yann Nouvellon
0000-0003-1920-3847,2018,Measuring and modelling energy partitioning in canopies of varying complexity using MAESPA model,journal-article,http://dx.doi.org/10.1016/j.agrformet.2018.02.005,Yann Nouvellon
0000-0003-1920-3847,2018,Measuring and modelling energy partitioning in canopies of varying complexity using MAESPA model,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85042500821&partnerID=MN8TOARS,Yann Nouvellon
0000-0003-1920-3847,2018,Consequences of mixing Acacia mangium and Eucalyptus grandis trees on soil exploration by fine-roots down to a depth of 17 m,journal-article,http://dx.doi.org/10.1007/s11104-017-3428-1,Yann Nouvellon
0000-0003-1920-3847,2018,Consequences of mixing Acacia mangium and Eucalyptus grandis trees on soil exploration by fine-roots down to a depth of 17 m,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85030853049&partnerID=MN8TOARS,Yann Nouvellon
0000-0003-1920-3847,2018,Nitrogen fixation rate of Acacia mangium Wild at mid rotation in Brazil is higher in mixed plantations with Eucalyptus grandis Hill ex Maiden than in monocultures,journal-article,http://dx.doi.org/10.1007/s13595-018-0695-9,Yann Nouvellon
