Orcid,Année,Titre,Type,Source,contact
0000-0001-5192-9088,2018,DNA from lake sediments reveals long-term ecosystem changes after a biological invasion,journal-article,https://sde.hal.science/hal-01878587,Erwan Messager
0000-0001-5192-9088,2018,Phytolith evidence of cereal processing in the Danube Delta during the Chalcolithic period,journal-article,https://univ-tlse2.hal.science/hal-01992854,Erwan Messager
0000-0001-5192-9088,2018,The origins of millet cultivation in the Caucasus: archaeological and archaeometric approaches.,journal-article,https://hal.science/hal-01961945,Erwan Messager
0000-0001-5192-9088,2017,Between Atlantic and Mediterranean: Changes in technology during the Late Glacial in Western Europe and the climate hypothesis,journal-article,https://hal.science/hal-01814619,Erwan Messager
0000-0001-5192-9088,2017,New pollen evidence from Nariani (Georgia) for delayed postglacial forest expansion in the South Caucasus,journal-article,https://hal.science/hal-01766652,Erwan Messager
0000-0001-5192-9088,2016,Addendum,journal-article,https://hal.science/hal-02934291,Erwan Messager
0000-0001-5192-9088,2016,"New 40Ar/39Ar, unspiked K/Ar and geochemical constraints on the Pleistocene magmatism of the Samtskhe-Javakheti highlands (Republic of Georgia)",journal-article,https://hal.science/hal-01179824,Erwan Messager
0000-0001-5192-9088,2016,"ADDENDUM : New Ar-40/Ar-39, unspiked K/ar and geochemical constraints on the Pleistocene magmatism of the Samtskhe-Javakheti highlands (Republic of Georgia)",journal-article,https://hal.science/hal-01323928,Erwan Messager
0000-0001-5192-9088,2015,"Macro-, meso- and micro-charcoal from the Epigravettian settlements of Mezhyrich (Ukraine): Taphonomical and anthracological issues",journal-article,https://sde.hal.science/hal-01890954,Erwan Messager
0000-0001-5192-9088,2015,Archaeobotanical and isotopic evidence of Early Bronze Age farming activities and diet in the mountainous environment of the South Caucasus: A pilot study of Chobareti site (Samtskhe-Javakheti region),journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84909609666&partnerID=MN8TOARS,Erwan Messager
0000-0001-5192-9088,2015,Archaeobotanical and isotopic evidence of Early Bronze Age farming activities and diet in the mountainous environment of the South Caucasus: a pilot study of Chobareti site (Samtskhe–Javakheti region),journal-article,https://hal.science/hal-01814002,Erwan Messager
0000-0001-5192-9088,2015,"First results of archaeobotanical analysis from Neolithic layers of Buran Kaya IV (Crimea, Ukraine)",journal-article,https://shs.hal.science/halshs-01511119,Erwan Messager
0000-0001-5192-9088,2015,"Vegetation and plant exploitation at Mentesh Tepe (Azerbaijan), 6th-3rd millennium BC initial results of the archaeobotanical study",journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84925325733&partnerID=MN8TOARS,Erwan Messager
0000-0001-5192-9088,2016,"Vegetation and plant exploitation at Mentesh Tepe (Azerbaijan), 6th–3rd millennium BC initial results of the archaeobotanical study",journal-article,https://sde.hal.science/hal-01890940,Erwan Messager
0000-0001-5192-9088,2014,40Ar/39Ar constraints on some French landmark Late Pliocene to Early Pleistocene large mammalian paleofaunas: Paleoenvironmental and paleoecological implications,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84897583998&partnerID=MN8TOARS,Erwan Messager
0000-0001-5192-9088,2014,40Ar/39Ar constraints on some French landmark Late Pliocene to Early Pleistocene large mammalian paleofaunas: Paleoenvironmental and paleoecological implications,journal-article,https://hal.science/hal-01367113,Erwan Messager
0000-0001-5192-9088,2014,„DÂMBUL LUI HARALAMBIE” – UN NOU SIT ENEOLITIC ÎN DELTA DUNĂRII,journal-article,https://hal.science/hal-01155355,Erwan Messager
0000-0001-5192-9088,2013,"Archaeological Investigations at Chobareti in southern Georgia, the Caucasus",journal-article,https://hal.science/hal-01411018,Erwan Messager
0000-0001-5192-9088,2013,Direct 14C dating of early and mid-Holocene Saharan pottery,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84884371394&partnerID=MN8TOARS,Erwan Messager
0000-0001-5192-9088,2013,Direct <sup>14</sup>C Dating of Early and Mid-Holocene Saharan Pottery,journal-article,https://hal.science/hal-02351870,Erwan Messager
0000-0001-5192-9088,2013,"Late Quaternary record of the vegetation and catchment-related changes from Lake Paravani (Javakheti, South Caucasus)",journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84884379180&partnerID=MN8TOARS,Erwan Messager
0000-0001-5192-9088,2013,"Late Quaternary record of the vegetation and catchment-related changes from Lake Paravani (Javakheti, South Caucasus)",journal-article,https://hal.science/hal-02469948,Erwan Messager
0000-0001-5192-9088,2012,Charcoal scarcity in Epigravettian settlements with mammoth bone dwellings: The taphonomic evidence from Mezhyrich (Ukraine),journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-82955198388&partnerID=MN8TOARS,Erwan Messager
0000-0001-5192-9088,2012,Charcoal scarcity in Epigravettian settlements with mammoth bone dwellings: the taphonomic evidence from Mezhyrich (Ukraine),journal-article,https://hal.science/hal-02941466,Erwan Messager
0000-0001-5192-9088,2012,"The Paleoenvironment and Lithic Taphonomy of Shi'Bat Dihya 1, a Middle Paleolithic Site in Wadi Surdud, Yemen",journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84867398337&partnerID=MN8TOARS,Erwan Messager
0000-0001-5192-9088,2012,"The Paleoenvironment and Lithic Taphonomy of Shi’Bat Dihya 1, a Middle Paleolithic Site in Wadi Surdud, Yemen",journal-article,https://hal.science/hal-01828557,Erwan Messager
0000-0001-5192-9088,2011,40Ar/39Ar dating and phytolith analysis of the Early Pleistocene sequence of Kvemo-Orozmani (Republic of Georgia): Chronological and palaeoecological implications for the hominin site of Dmanisi,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-80052957205&partnerID=MN8TOARS,Erwan Messager
0000-0001-5192-9088,2011,40Ar/39Ar dating and phytolith analysis of the Early Pleistocene sequence of Kvemo-Orozmani (Republic of Georgia): chronological and palaeoecological implications for the hominin site of Dmanisi,journal-article,https://hal.science/hal-02938702,Erwan Messager
0000-0001-5192-9088,2011,"Lower and Middle Pleistocene human settlements recorded in fluvial deposits of the middle Loire River Basin, Centre Region, France",journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-79957640152&partnerID=MN8TOARS,Erwan Messager
0000-0001-5192-9088,2011,"Lower and Middle Pleistocene human settlements recorded in fluvial deposits of the middle Loire River Basin, Centre Region, France",journal-article,https://hal.science/hal-02100644,Erwan Messager
0000-0001-5192-9088,2011,Palaeoenvironments of early hominins in temperate and Mediterranean Eurasia: New palaeobotanical data from Palaeolithic key-sites and synchronous natural sequences,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-79957634939&partnerID=MN8TOARS,Erwan Messager
0000-0001-5192-9088,2011,Palaeoenvironments of early hominins in temperate and Mediterranean Eurasia: new palaeobotanical data from Palaeolithic key-sites and synchronous natural sequences,journal-article,https://hal.science/hal-02941476,Erwan Messager
0000-0001-5192-9088,2011,"Palaeovegetation at the Pont-de-Lavaud hominin site. Lower Pleistocene, Central France | Paléovégétation du site à hominidés de Pont-de-Lavaud, Pleistocene infeŕieur,reǵion Centre, France",journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-80155133164&partnerID=MN8TOARS,Erwan Messager
0000-0001-5192-9088,2011,Quelle fonction pour les meules du Néolithique ancien de la moitié nord de la France ? Apports et limites de l'analyse phytolithique,book-chapter,https://hal.science/hal-00657513,Erwan Messager
0000-0001-5192-9088,2010,"The Qijurittuq site (IbGk-3), Eastern Hudson Bay: An IPY Interdisciplinary Study",journal-article,https://hal.science/hal-03221501,Erwan Messager
0000-0001-5192-9088,2010,A neotaphonomic experiment in pollen oxidation and its implications for archaeopalynology,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-77955088499&partnerID=MN8TOARS,Erwan Messager
0000-0001-5192-9088,2010,A neotaphonomic experiment in pollen oxidation and its implications for archaeopalynology,journal-article,https://hal.science/hal-02941494,Erwan Messager
0000-0001-5192-9088,2010,Fruit and seed biomineralization and its effect on preservation,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84873098568&partnerID=MN8TOARS,Erwan Messager
0000-0001-5192-9088,2010,Fruit and seed biomineralization and its effect on preservation,journal-article,https://hal.science/hal-02949710,Erwan Messager
0000-0001-5192-9088,2010,"Lower and middle Pleistocene human settlements in the Middle Loire River Basin, Centre Region, France",journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-77956060763&partnerID=MN8TOARS,Erwan Messager
0000-0001-5192-9088,2010,"Lower and middle Pleistocene human settlements in the Middle Loire River Basin, Centre Region, France",journal-article,https://hal.science/hal-03940124,Erwan Messager
0000-0001-5192-9088,2010,Palaeoecological implications of the Lower Pleistocene phytolith record from the Dmanisi Site (Georgia),journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-77749314747&partnerID=MN8TOARS,Erwan Messager
0000-0001-5192-9088,2010,Palaeoecological implications of the Lower Pleistocene phytolith record from the Dmanisi Site (Georgia).,journal-article,https://shs.hal.science/halshs-00482793,Erwan Messager
0000-0001-5192-9088,2010,Palaeoenvironmental reconstruction of Dmanisi site (Georgia) based on palaeobotanical data,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-77956055941&partnerID=MN8TOARS,Erwan Messager
0000-0001-5192-9088,2008,"Fossil fruit identification by SEM investigations, a tool for palaeoenvironmental reconstruction of Dmanisi site, Georgia",journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-47949108150&partnerID=MN8TOARS,Erwan Messager
0000-0001-5192-9088,2008,"L'expansion des hominidés plio-pléistocènes hors d'Afrique : synthèse, hypothèses et discussions",journal-article,https://hal.science/hal-00822432,Erwan Messager
0000-0001-5192-9088,2007,Potentials and limits of pollen analysis on Quaternary spelothems: an attempt to reconstruct the vegetal environment of prehistoric human in the Northern Mediterranean,journal-article,https://hal.science/hal-02941567,Erwan Messager
0000-0001-5192-9088,2007,Potentials and limits of pollen analysis on quaternary speleothems: An attempt to reconstruct the vegetal environment of prehistoric human in the northern mediterranean | Potentiels et limites de l'analyse pollinique de spéléothèmes quaternaires: Applications à la reconstitution de l'environnement végétal de l'homme préhistorique sur le pourtour nord-méditerranéen,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-34547126677&partnerID=MN8TOARS,Erwan Messager
0000-0002-9130-7002,2024,Unraveling Lake Geneva's hypoxia crisis in the Anthropocene,journal-article,http://dx.doi.org/10.1002/lol2.10435,Georges-Marie Saulnier
0000-0002-9130-7002,2024,DEEP-C Consortium: Carbon sink or methane source – local to global scale assessment of lentic waters’ role in the climate system,journal-article,http://dx.doi.org/10.3897/rio.10.e136661,Georges-Marie Saulnier
0000-0002-9130-7002,2024,Half of the soil erosion in the Alps during the Holocene is explained by transient erosion crises as a consequence of rapid human land clearing,journal-article,http://dx.doi.org/10.1177/09596836241254485,Georges-Marie Saulnier
0000-0002-9130-7002,2024,"Simulated daily water oxygen time series data (full water profile) for lake Geneva over the period 1850-2100, based on IPCC ssp126, ssp370 and ssp585 scenarios.",data-set,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/L4RABJ,Georges-Marie Saulnier
0000-0002-9130-7002,2017, FR3047831 - PROCEDE DE DETERMINATION DE LA VITESSE DE DEPLACEMENT D'OBJETS DANS UNE SCENE,patent,https://data.inpi.fr/brevets/FR3047831,Georges-Marie Saulnier
0000-0002-9130-7002,2017,FR3047829 - PROCEDE D'ESTIMATION DE LA POSITION DU DISQUE SOLAIRE DANS UNE IMAGE DE CIEL,patent,https://data.inpi.fr/brevets/FR3047829,Georges-Marie Saulnier
0000-0002-9130-7002,2017,FR3047830 - PROCEDE DE DETERMINATION DE LA DIRECTION DE DEPLACEMENT D'OBJETS DANS UNE SCENE,patent,https://data.inpi.fr/brevets/FR3047830,Georges-Marie Saulnier
0000-0002-9130-7002,2017,Instrumentation hydrométéorologique spatialisée sur le bassin versant du Vorz (massif de Belledonne),journal-article,http://dx.doi.org/10.3406/edyte.2017.1372,Georges-Marie Saulnier
0000-0002-9130-7002,2013,Real‐Time Runoff – Infiltration Models: TOPMODEL,book-chapter,http://dx.doi.org/10.1002/9781118557891.ch9,Georges-Marie Saulnier
0000-0003-0810-0308,2025,Traits and functions of alpine plant communities respond strongly but not always sufficiently to in situ climate change,journal-article,https://doi.org/10.1111/nph.70503,Jérôme Poulenard
0000-0003-0810-0308,2025,Assessing soil health quantitatively at European scale considering soil genesis,preprint,https://doi.org/10.21203/rs.3.rs-6470019/v1,Jérôme Poulenard
0000-0003-0810-0308,2025,Assessing soil health quantitatively at European scale considering soil genesis,other,http://www.scopus.com/inward/record.url?eid=2-s2.0-105007229013&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2025,Polycyclic Aromatic Hydrocarbon Contents in Soil Organic Matter Fractions Along an Elevation Gradient in the French Alps,journal-article,https://doi.org/10.1111/ejss.70059,Jérôme Poulenard
0000-0003-0810-0308,2025,Polycyclic Aromatic Hydrocarbon Contents in Soil Organic Matter Fractions Along an Elevation Gradient in the French Alps,journal-article,https://publons.com/wos-op/publon/68581531/,Jérôme Poulenard
0000-0003-0810-0308,2025,Polycyclic Aromatic Hydrocarbon Contents in Soil Organic Matter Fractions Along an Elevation Gradient in the French Alps,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85216777651&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2025,Seasonal Mineralisation of Organic Matter in Alpine Soils and Responses to Global Warming: An In Vitro Approach,journal-article,https://doi.org/10.1111/ejss.70050,Jérôme Poulenard
0000-0003-0810-0308,2025,Seasonal Mineralisation of Organic Matter in Alpine Soils and Responses to Global Warming: An In Vitro Approach,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85216009751&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2025,"Correction to: Cushion plants as soil engineers: the formation of islands of fertility differ between species in nival environments(Plant Soil, 10.1007/s11104-025-07274-0)",journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-105000962137&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2025,Cushion plants as soil engineers: the formation of islands of fertility differ between species in nival environments,journal-article,https://publons.com/wos-op/publon/73681203/,Jérôme Poulenard
0000-0003-0810-0308,2025,Cushion plants as soil engineers: the formation of islands of fertility differ between species in nival environments,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85218697273&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2025,"Disentangling Diffuse vs. Concentrated Erosion in a Montane Belt Context Over the Holocene: Combining Erosion Models, Sediment Proxies, and Remote Sensing (La Thuile, Northwestern Alps)",other,http://www.scopus.com/inward/record.url?eid=2-s2.0-105006612208&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2025,Drivers of soil organic carbon stocks and stability along elevation gradients,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-105012222512&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2025,"Human and climate impacts on the alpine Critical Zone over the past 10,000 y",journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-105011490336&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2025,Influence of snow cover and microclimate on soil organic carbon stability in European mountain grasslands,journal-article,https://publons.com/wos-op/publon/73549851/,Jérôme Poulenard
0000-0003-0810-0308,2025,Influence of snow cover and microclimate on soil organic carbon stability in European mountain grasslands,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85216885001&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2025,Polycyclic aromatic hydrocarbon contents and distributions in soils of the northern French Alps,journal-article,https://publons.com/wos-op/publon/75568552/,Jérôme Poulenard
0000-0003-0810-0308,2025,Polycyclic aromatic hydrocarbon contents and distributions in soils of the northern French Alps,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-105003430434&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2025,Polycyclic aromatic hydrocarbon contents and distributions in soils of the northern French Alps,journal-article,http://dx.doi.org/10.1007/s11356-025-36354-y,Jérôme Poulenard
0000-0003-0810-0308,2025,Prolonged warming leads to carbon depletion and increases nutrient availability in alpine soils,journal-article,https://publons.com/wos-op/publon/76489253/,Jérôme Poulenard
0000-0003-0810-0308,2025,Prolonged warming leads to carbon depletion and increases nutrient availability in alpine soils,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-105007356224&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2025,Revisiting the fingerprint of organic matters in speleothem by Electron Paramagnetic Resonance,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85214888325&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2025,Revisiting the fingerprint of organic matters in speleothem by Electron Paramagnetic Resonance,journal-article,http://dx.doi.org/10.1016/j.orggeochem.2025.104929,Jérôme Poulenard
0000-0003-0810-0308,2025,Seasonality Alters Soil Organic Matter Properties in Alpine and Subalpine Grasslands,journal-article,https://publons.com/wos-op/publon/76078066/,Jérôme Poulenard
0000-0003-0810-0308,2025,Seasonality Alters Soil Organic Matter Properties in Alpine and Subalpine Grasslands,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-105005403212&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2025,The Role of Earthworms in Mediating Environmental Impacts on Mountain Ecosystem Functioning,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-105013743910&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2025,Uncertainties in future ecosystem services under land and climate scenarios: The case of erosion in the Alps,journal-article,https://publons.com/wos-op/publon/56791355/,Jérôme Poulenard
0000-0003-0810-0308,2025,Uncertainties in future ecosystem services under land and climate scenarios: The case of erosion in the Alps,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85217750354&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2025,Uncertainties in future ecosystem services under land and climate scenarios: The case of erosion in the Alps,journal-article,http://dx.doi.org/10.1016/j.ecolmodel.2025.111041,Jérôme Poulenard
0000-0003-0810-0308,2024,Vegetation structure and climate shape mountain arthropod distributions across trophic levels,journal-article,https://doi.org/10.1111/1365-2656.14164,Jérôme Poulenard
0000-0003-0810-0308,2024,Vegetation structure and climate shape mountain arthropod distributions across trophic levels,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85201547760&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2024,Organising and enacting inter-organisational coordination in long-term social-ecological monitoring,journal-article,http://dx.doi.org/10.1016/j.biocon.2024.110642,Jérôme Poulenard
0000-0003-0810-0308,2024,Organising and enacting inter-organisational coordination in long-term social-ecological monitoring,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85193567999&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2024,Dynamics and drivers of mycorrhizal fungi after glacier retreat,journal-article,http://dx.doi.org/10.1111/nph.19682,Jérôme Poulenard
0000-0003-0810-0308,2024,Dynamics and drivers of mycorrhizal fungi after glacier retreat,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85189982311&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2024,"Multi-isotope (Pb, Sb) approach to trace metallic contaminant sources at a historical mining and metallurgical site",journal-article,http://dx.doi.org/10.1016/j.chemgeo.2024.121958,Jérôme Poulenard
0000-0003-0810-0308,2024,"Multi-isotope (Pb, Sb) approach to trace metallic contaminant sources at a historical mining and metallurgical site",journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85184840240&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2024,The importance of species addition ‘versus’ replacement varies over succession in plant communities after glacier retreat,journal-article,http://dx.doi.org/10.1038/s41477-023-01609-4,Jérôme Poulenard
0000-0003-0810-0308,2024,The importance of species addition ‘versus’ replacement varies over succession in plant communities after glacier retreat,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85182436790&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2024,Local climate modulates the development of soil nematode communities after glacier retreat,journal-article,http://dx.doi.org/10.1111/gcb.17057,Jérôme Poulenard
0000-0003-0810-0308,2024,Local climate modulates the development of soil nematode communities after glacier retreat,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85179343248&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2024,Human-triggered magnification of erosion rates in European Alps since the Bronze Age,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85185207727&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2024,Human-triggered magnification of erosion rates in European Alps since the Bronze Age,journal-article,https://doi.org/10.1038/s41467-024-45123-3,Jérôme Poulenard
0000-0003-0810-0308,2024,ORCHAMP: an observation network formonitoring biodiversity and ecosystem functioning across space and time inmountainous regions,journal-article,https://publons.com/wos-op/publon/73589921/,Jérôme Poulenard
0000-0003-0810-0308,2024,ORCHAMP: an observation network for monitoring biodiversity and ecosystem functioning across space and time in mountainous regions,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85211695373&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2024,ORCHAMP: an observation network for monitoring biodiversity and ecosystem functioning across space and time in mountainous regions,journal-article,http://dx.doi.org/10.5802/crbiol.165,Jérôme Poulenard
0000-0003-0810-0308,2024,Organising and Enacting Inter-Organisational Coordination in Long-Term Social-Ecological Monitoring,other,http://www.scopus.com/inward/record.url?eid=2-s2.0-85209465056&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2024,The development of terrestrial ecosystems emerging after glacier retreat,journal-article,https://publons.com/wos-op/publon/69254234/,Jérôme Poulenard
0000-0003-0810-0308,2024,The development of terrestrial ecosystems emerging after glacier retreat,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85200136667&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2023,Evolution of the alpine Critical Zone since the Last Glacial Period using Li isotopes from lake sediments,journal-article,http://dx.doi.org/10.1016/j.epsl.2023.118463,Jérôme Poulenard
0000-0003-0810-0308,2023,Evolution of the alpine Critical Zone since the Last Glacial Period using Li isotopes from lake sediments,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85176262416&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2023,The legacy of metallurgical atmospheric contamination in a mountainous catchment: A delayed response of Pb contamination,journal-article,http://dx.doi.org/10.1016/j.scitotenv.2023.165127,Jérôme Poulenard
0000-0003-0810-0308,2023,The legacy of metallurgical atmospheric contamination in a mountainous catchment: A delayed response of Pb contamination,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85164239784&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2023,A tribute to Bruno Wilhelm’s legacy in reading the geological record of lakes,preprint,https://doi.org/10.5194/egusphere-egu23-16653,Jérôme Poulenard
0000-0003-0810-0308,2023,Human activities : main drivers of the erosion in the northern French Alps over the last 3800 years,preprint,https://doi.org/10.5194/egusphere-egu23-8397,Jérôme Poulenard
0000-0003-0810-0308,2023,"Quantification of erosion sources in a tropical volcanic insular catchment (Galion river, Martinique, France): application of sediment tracing tools to coastal marine environment",preprint,https://doi.org/10.5194/egusphere-egu23-2546,Jérôme Poulenard
0000-0003-0810-0308,2023,Pb dispersion pathways in mountain soils contaminated by ancient mining and smelting activities,journal-article,http://dx.doi.org/10.1016/j.apgeochem.2022.105556,Jérôme Poulenard
0000-0003-0810-0308,2023,Pb dispersion pathways in mountain soils contaminated by ancient mining and smelting activities,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85147196035&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2023,Soil organic matter changes under experimental pedoclimatic modifications in mountain grasslands of the French Alps,journal-article,http://dx.doi.org/10.1016/j.geoderma.2022.116238,Jérôme Poulenard
0000-0003-0810-0308,2023,Soil organic matter changes under experimental pedoclimatic modifications in mountain grasslands of the French Alps,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85142203205&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2023,"Correction to: Pesticide resurrection (Environmental Chemistry Letters, (2022), 20, 6, (3357-3362), 10.1007/s10311-021-01347-z)",journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85141942363&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2023,Future emergence of new ecosystems caused by glacial retreat,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85168247241&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2023,Future emergence of new ecosystems caused by glacial retreat,journal-article,https://doi.org/10.1038/s41586-023-06302-2,Jérôme Poulenard
0000-0003-0810-0308,2023,Glaciers and postglacial ecosystems: Common goods to protect in the Anthropocene,other,http://www.scopus.com/inward/record.url?eid=2-s2.0-85167543255&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2023,Key Role of Snowmelt on Seasonal Organic Matter Mineralisation Dynamics in Alpine Soils and Consequences of Global Warming,other,http://www.scopus.com/inward/record.url?eid=2-s2.0-85160699794&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2023,Long-term trajectories of mountain agro-ecosystems in the North-Western Alps,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85152705212&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2023,Polycyclic aromatic hydrocarbon dynamics in soils along proglacial chronosequences in the Alps,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85167563352&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2023,Polycyclic aromatic hydrocarbon dynamics in soils along proglacial chronosequences in the Alps,journal-article,https://hal.science/hal-04193510,Jérôme Poulenard
0000-0003-0810-0308,2023,Temporal pesticide dynamics alter specific eukaryotic taxa in a coastal transition zone,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85145667285&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2023,Temporal pesticide dynamics alter specific eukaryotic taxa in a coastal transition zone,journal-article,https://hal.science/hal-03940564,Jérôme Poulenard
0000-0003-0810-0308,2023,The importance of species addition versus replacement varies over succession in plant communities after glacial retreat,other,http://www.scopus.com/inward/record.url?eid=2-s2.0-85167550982&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2022,"Polygenic soils in the southern central Ecuadorian highlands as the result of long-lasting pedogenesis, geodynamic processes and climate change",journal-article,http://dx.doi.org/10.1016/j.jsames.2022.104096,Jérôme Poulenard
0000-0003-0810-0308,2022,"Polygenic soils in the southern central Ecuadorian highlands as the result of long-lasting pedogenesis, geodynamic processes and climate change",journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85141771654&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2022,Metabarcoding data reveal vertical multitaxa variation in topsoil communities during the colonization of deglaciated forelands,journal-article,http://dx.doi.org/10.1111/mec.16669,Jérôme Poulenard
0000-0003-0810-0308,2023,Metabarcoding data reveal vertical multitaxa variation in topsoil communities during the colonization of deglaciated forelands,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85137393101&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2022,"Two Millennia of Complexity and Variability in a Perialpine Socioecological System (Savoie, France): The Contribution of Palynology and sedaDNA Analysis",journal-article,http://dx.doi.org/10.3389/fevo.2022.866781,Jérôme Poulenard
0000-0003-0810-0308,2022,"Two Millennia of Complexity and Variability in a Perialpine Socioecological System (Savoie, France): The Contribution of Palynology and sedaDNA Analysis",journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85133532595&partnerID=MN8TOARS,Jérôme Poulenard
