Acronyme PEPR,projet,Type_Data,Libellé structure,Sigle structure,Code RNSR,Code Unité,Tutelles,Domaine scientifique,Discipline ERC,Adresse,Latitude,Longitude
FairCarboN,CarboNium,Labo,Institut Des Substances et Organismes de la Mer,ISOMer,199613759C,UR 2160,Université de Nantes,"5-Biologie, médecine et santé / 3-Sciences de la terre et de l'univers, espace / 4-Chimie / 10-Sciences agronomiques et écologiques                                                 ","LS7-Prevention, Diagnosis and Treatment of Human Diseases : Medical technologies and tools for prevention, diagnosis and treatment of human diseases, therapeutic approaches and interventions, pharmacology, preventative medicine, epidemiology and public health, digital medicine,
PE9-Universe Sciences : Astro-physics/-chemistry/-biology; solar system; planetary systems; stellar, galactic and extragalactic astronomy; cosmology; space sciences; astronomical instrumentation and data,
LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards,
LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling,
LS1-Molecules of Life: Biological Mechanisms, Structures and Functions : Molecular biology, biochemistry, structural biology, molecular biophysics, synthetic and chemical biology, drug design, innovative methods and modelling,
LS6-Immunity, Infection and Immunotherapy : The immune system, related disorders and their mechanisms, biology of infectious agents and infection, biological basis of prevention and treatment of infectious diseases, innovative immunological tools and approaches, including therapies,
LS2-Integrative Biology: from Genes and Genomes to Systems : Genetics, epigenetics, genomics and other ‘omics studies, bioinformatics, systems biology, genetic diseases, gene editing, innovative methods and modelling, ‘omics for personalised medicine","2, rue de la Houssinière BP 81227 44322 NANTES",47.2110925,-1.5553912
FairCarboN,CANETE,Labo,Interaction Sol Plante Atmosphère,ISPA,201421781U,UMR 1391,INRAE / Bordeaux Sciences Agro,10-Sciences agronomiques et écologiques,"LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling","1 cours du Gal De Gaulle - CS 40201
33175 Gradignan",44.77327,-0.5442
FairCarboN,Drought for C,Labo,Interaction Sol Plante Atmosphère,ISPA,201421781U,UMR 1391,INRAE / Bordeaux Sciences Agro,10-Sciences agronomiques et écologiques,"LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling","1 cours du Gal De Gaulle - CS 40201
33175 Gradignan",44.77327,-0.5442
FairCarboN,ALAMOD,Labo,Interaction Sol Plante Atmosphère,ISPA,201421781U,UMR 1391,INRAE / Bordeaux Sciences Agro,10-Sciences agronomiques et écologiques,"LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling","1 cours du Gal De Gaulle - CS 40201
33175 Gradignan",44.77327,-0.5442
FairCarboN,CANETE,Labo,Institut des sciences de la Terre Paris,iSTeP,200918450V,UMR 7193,CNRS / Sorbonne Université,"3-Sciences de la terre et de l'univers, espace","PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management",4 Place Jussieu 75252 PARIS CEDEX 05,48.84586715698242,2.354955673217773
FairCarboN,ALAMOD,Labo,Institut des sciences de la Terre Paris,iSTeP,200918450V,UMR 7193,CNRS / Sorbonne Université,"3-Sciences de la terre et de l'univers, espace","PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management",4 Place Jussieu 75252 PARIS CEDEX 05,48.84586715698242,2.354955673217773
FairCarboN,PEACE,Labo,Institut des sciences de la Terre Paris,iSTeP,200918450V,UMR 7193,CNRS / Sorbonne Université,"3-Sciences de la terre et de l'univers, espace","PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management",4 Place Jussieu 75252 PARIS CEDEX 05,48.84586715698242,2.354955673217773
FairCarboN,CarboNium,Labo,Institut des Sciences de la Terre,ISTERRE,201119454C,UMR 5275,IRD / CNRS / USMB / Université Grenoble Alpes,"2-Physique / 8-Sciences pour l'ingénieur / 3-Sciences de la terre et de l'univers, espace / 10-Sciences agronomiques et écologiques","PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management","1381, rue de la Piscine
38610 GIERES",45.19790649414063,5.773344993591309
FairCarboN,DEEP-C,Labo,Institut des sciences de la Terre d'Orléans,ISTO,201220213Y,UMR 7327,CNRS / Université d'Orléans / BRGM,"3-Sciences de la terre et de l'univers, espace","PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management,
PE9-Universe Sciences : Astro-physics/-chemistry/-biology; solar system; planetary systems; stellar, galactic and extragalactic astronomy; cosmology; space sciences; astronomical instrumentation and data","OSUC, 1A Rue de la Ferollerie, 45071 La Course, France",47.8338099,1.9430417
FairCarboN,CarboNium,Labo,Institut des sciences de la Terre d'Orléans,ISTO,201220213Y,UMR 7327,CNRS / Université d'Orléans / BRGM,"3-Sciences de la terre et de l'univers, espace","PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management,
PE9-Universe Sciences : Astro-physics/-chemistry/-biology; solar system; planetary systems; stellar, galactic and extragalactic astronomy; cosmology; space sciences; astronomical instrumentation and data","OSUC, 1A Rue de la Ferollerie, 45071 La Course, France",47.8338099,1.9430417
FairCarboN,SLAM-B,Labo,Institut d'écologie et des sciences de l'environnement de Paris,ITAP,200118630A,UR 1463,INRAE / Institut Agro,10-Sciences agronomiques et écologiques,,"361, rue J.F. Breton - BP 5095 - 34033 Montpellier",43.6195206,3.8573601
FairCarboN,SLAM-B,Labo,Laboratoire Agronomie et Environnement,LAE,200116904Z,UMR 1121,INRAE / Université de Lorraine,10-Sciences agronomiques et écologiques,"LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards","28 Rue de Herrlisheim, 68000 Colmar",48.06528854370117,7.336080074310303
FairCarboN,CANETE,Labo,Laboratoire Agronomie et Environnement,LAE,200116904Z,UMR 1121,INRAE / Université de Lorraine,10-Sciences agronomiques et écologiques,"LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards","28 Rue de Herrlisheim, 68000 Colmar",48.06528854370117,7.336080074310303
FairCarboN,SLAM-B,Labo,Laboratoire de Biotechnologie de l'Environnement,LBE,195917820C,UR 0050,INRAE,10-Sciences agronomiques et écologiques,,Avenue des Etangs - 11100 Narbonne,43.156896,2.995363
FairCarboN,CO2_CMPhi,Labo,Laboratoire de Chimie Bactérienne,LCB,201220357E,UMR 7283,CNRS / Université Aix-Marseille,"5-Biologie, médecine et santé"," - LS1 : Molecules of Life: Biological Mechanisms, Structures and Functions : Molecular biology, biochemistry, structural biology, molecular biophysics, synthetic and chemical biology, drug design, innovative methods and modelling
 - LS2 : Integrative Biology: from Genes and Genomes to Systems : Genetics, epigenetics, genomics and other ‘omics studies, bioinformatics, systems biology, genetic diseases, gene editing, innovative methods and modelling, ‘omics for personalised medicin","31 Chemin Joseph Aiguier, 13009 Marseille, France",43.25384140014648,5.408156871795654
FairCarboN,DEEP-C,Labo,Laboratoire Chrono-environnement,LCE,200812285Y,UMR 6249,UBFC / CNRS / INRAE,"8-Sciences pour l'ingénieur / 3-Sciences de la terre et de l'univers, espace / 10-Sciences agronomiques et écologiques","LS4-Physiology in Health, Disease and Ageing : Organ and tissue physiology, comparative physiology, physiology of ageing, pathophysiology, inter-organ and tissue communication, endocrinology, nutrition, metabolism, interaction with the microbiome, non-communicable diseases including cancer (and except disorders of the nervous system and immunity-related diseases)),
PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management,
LS2-Integrative Biology: from Genes and Genomes to Systems : Genetics, epigenetics, genomics and other ‘omics studies, bioinformatics, systems biology, genetic diseases, gene editing, innovative methods and modelling, ‘omics for personalised medicine,
LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling,
LS1-Molecules of Life: Biological Mechanisms, Structures and Functions : Molecular biology, biochemistry, structural biology, molecular biophysics, synthetic and chemical biology, drug design, innovative methods and modelling,
LS7-Prevention, Diagnosis and Treatment of Human Diseases : Medical technologies and tools for prevention, diagnosis and treatment of human diseases, therapeutic approaches and interventions, pharmacology, preventative medicine, epidemiology and public health, digital medicine,
LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards,
LS6-Immunity, Infection and Immunotherapy : The immune system, related disorders and their mechanisms, biology of infectious agents and infection, biological basis of prevention and treatment of infectious diseases, innovative immunological tools and approaches, including therapies,
SH6-The Study of the Human Past : Archaeology and history","16, Route de Gray_x000D_
25030 Besançon cedex",47.2451863,5.9839192
FairCarboN,CarboNium,Labo,Laboratoire Chrono-environnement,LCE,200812285Y,UMR 6249,UBFC / CNRS / INRAE,"8-Sciences pour l'ingénieur / 3-Sciences de la terre et de l'univers, espace / 10-Sciences agronomiques et écologiques","LS4-Physiology in Health, Disease and Ageing : Organ and tissue physiology, comparative physiology, physiology of ageing, pathophysiology, inter-organ and tissue communication, endocrinology, nutrition, metabolism, interaction with the microbiome, non-communicable diseases including cancer (and except disorders of the nervous system and immunity-related diseases)),
PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management,
LS2-Integrative Biology: from Genes and Genomes to Systems : Genetics, epigenetics, genomics and other ‘omics studies, bioinformatics, systems biology, genetic diseases, gene editing, innovative methods and modelling, ‘omics for personalised medicine,
LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling,
LS1-Molecules of Life: Biological Mechanisms, Structures and Functions : Molecular biology, biochemistry, structural biology, molecular biophysics, synthetic and chemical biology, drug design, innovative methods and modelling,
LS7-Prevention, Diagnosis and Treatment of Human Diseases : Medical technologies and tools for prevention, diagnosis and treatment of human diseases, therapeutic approaches and interventions, pharmacology, preventative medicine, epidemiology and public health, digital medicine,
LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards,
LS6-Immunity, Infection and Immunotherapy : The immune system, related disorders and their mechanisms, biology of infectious agents and infection, biological basis of prevention and treatment of infectious diseases, innovative immunological tools and approaches, including therapies,
SH6-The Study of the Human Past : Archaeology and history","16, Route de Gray_x000D_
25030 Besançon cedex",47.2451863,5.9839192
FairCarboN,DEEP-C,Labo,Laboratoire d'Ecologie des Hydrosystèmes Naturels et Anthropisés,LEHNA,199911718W,UMR 5023,INRAE / CNRS / Université de Lyon / ENTPE,10-Sciences agronomiques et écologiques,"LS4-Physiology in Health, Disease and Ageing : Organ and tissue physiology, comparative physiology, physiology of ageing, pathophysiology, inter-organ and tissue communication, endocrinology, nutrition, metabolism, interaction with the microbiome, non-communicable diseases including cancer (and except disorders of the nervous system and immunity-related diseases)),
LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling,
PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management","1 3-6, rue Raphaël Dubois - Bâtiments Darwin C & Forel, 69622 Villeurbanne",45.77894592285156,4.866977691650391
FairCarboN,CarboNium,Labo,Laboratoire d'Ecologie des Hydrosystèmes Naturels et Anthropisés,LEHNA,199911718W,UMR 5023,INRAE / CNRS / Université de Lyon / ENTPE,10-Sciences agronomiques et écologiques,"LS4-Physiology in Health, Disease and Ageing : Organ and tissue physiology, comparative physiology, physiology of ageing, pathophysiology, inter-organ and tissue communication, endocrinology, nutrition, metabolism, interaction with the microbiome, non-communicable diseases including cancer (and except disorders of the nervous system and immunity-related diseases)),
LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling,
PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management","1 3-6, rue Raphaël Dubois - Bâtiments Darwin C & Forel, 69622 Villeurbanne",45.77894592285156,4.866977691650391
FairCarboN,CLIM-FAS,Labo,Lille Economie et Management,LEM,201521703E,UMR 9221,Université de Lille / CNRS / IESEG,7-Sciences de la société,"     SH1 : Individuals, Markets and Organisations : Economics, finance, management","FUPL, 60 Boulevard Vauban 59016 LILLE CEDEX",50.6326759,3.0449438
FairCarboN,CABESTAN,Labo,Laboratoire des sciences de l'environnement marin,LEMAR,200816948S,UMR 6539,CNRS / IRD / Université de Brest / IFREMER,"5-Biologie, médecine et santé / 10-Sciences agronomiques et écologiques / 3-Sciences de la terre et de l'univers, espace","PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management,
SH3-The Social World and Its Diversity : Sociology, social psychology, social anthropology, education sciences, communication studies,
LS2-Integrative Biology: from Genes and Genomes to Systems : Genetics, epigenetics, genomics and other ‘omics studies, bioinformatics, systems biology, genetic diseases, gene editing, innovative methods and modelling, ‘omics for personalised medicine,
LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling",Rue Dumont d’Urville-29280-PLOUZANE,48.3586373,-4.5622787
FairCarboN,CarboNium,Labo,Laboratoire des sciences de l'environnement marin,LEMAR,200816948S,UMR 6539,CNRS / IRD / Université de Brest / IFREMER,"5-Biologie, médecine et santé / 10-Sciences agronomiques et écologiques / 3-Sciences de la terre et de l'univers, espace","PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management,
SH3-The Social World and Its Diversity : Sociology, social psychology, social anthropology, education sciences, communication studies,
LS2-Integrative Biology: from Genes and Genomes to Systems : Genetics, epigenetics, genomics and other ‘omics studies, bioinformatics, systems biology, genetic diseases, gene editing, innovative methods and modelling, ‘omics for personalised medicine,
LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling",Rue Dumont d’Urville-29280-PLOUZANE,48.3586373,-4.5622787
FairCarboN,CarboNium,Labo,Laboratoire Environnement Ressources des Pertuis Charentais,LERPC,,unité COAST,IFREMER,10-Sciences agronomiques et écologiques,,La Rochelle,45.7687967,-1.1420694
FairCarboN,SLAM-B,Labo,Laboratoire des écosystèmes et sociétés en montagne,LESSEM,201822681E,UR 1464,INRAE,10-Sciences agronomiques et écologiques,"SH3-The Social World and Its Diversity : Sociology, social psychology, social anthropology, education sciences, communication studies","2 rue de la Papeterie-BP 76, F-38402 Saint-Martin-d'Hères",45.1991648,5.7733468
FairCarboN,SLAM-B,Labo,"Littoral, Environnement, Télédétection, Géomatique ",LETG,199612340K,UMR 6554,Université de Brest / Université de Rennes / Université de Nantes / PSL / CNRS,"3-Sciences de la terre et de l'univers, espace / 10-Sciences agronomiques et écologiques / 7-Sciences de la société / 6-Sciences humaines et humanités","SH7-Human Mobility, Environment, and Space : Human geography, demography, health, sustainability science, territorial planning, spatial analysis,
PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management",Nantes université Campus Tertre BP 81227-44312-Nantes cedex 3,47.2458179,-1.5518234
FairCarboN,PEPR,Labo,Laboratoire de géologie de l'Ecole Normale Supérieure,LG-ENS,199812866Y,UMR 8538,CNRS / ENS-PSL,8-Sciences pour l'ingénieur,,24 Rue Lhomond-75231-PARIS CEDEX 05,48.84309885224512,2.3466817288359008
FairCarboN,ALAMOD,Labo,Laboratoire de géologie de l'Ecole Normale Supérieure,LG-ENS,199812866Y,UMR 8538,CNRS / ENS-PSL,8-Sciences pour l'ingénieur,,24 Rue Lhomond-75231-PARIS CEDEX 05,48.84309885224512,2.3466817288359008
FairCarboN,CANETE,Labo,Laboratoire de géologie de l'Ecole Normale Supérieure,LG-ENS,199812866Y,UMR 8538,CNRS / ENS-PSL,8-Sciences pour l'ingénieur,,24 Rue Lhomond-75231-PARIS CEDEX 05,48.84309885224512,2.3466817288359008
FairCarboN,RhizoSeqC,Labo,Laboratoire de géologie de l'Ecole Normale Supérieure,LG-ENS,199812866Y,UMR 8538,CNRS / ENS-PSL,8-Sciences pour l'ingénieur,,24 Rue Lhomond-75231-PARIS CEDEX 05,48.84309885224512,2.3466817288359008
FairCarboN,CLIM-FAS,Labo,Laboratoire de géologie de l'Ecole Normale Supérieure,LG-ENS,199812866Y,UMR 8538,CNRS / ENS-PSL,8-Sciences pour l'ingénieur,,24 Rue Lhomond-75231-PARIS CEDEX 05,48.84309885224512,2.3466817288359008
FairCarboN,PEACE,Labo,Laboratoire de géologie de l'Ecole Normale Supérieure,LG-ENS,199812866Y,UMR 8538,CNRS / ENS-PSL,8-Sciences pour l'ingénieur,,24 Rue Lhomond-75231-PARIS CEDEX 05,48.84309885224512,2.3466817288359008
FairCarboN,PREFALIM,Labo,Laboratoire de géologie de l'Ecole Normale Supérieure,LG-ENS,199812866Y,UMR 8538,CNRS / ENS-PSL,8-Sciences pour l'ingénieur,,24 Rue Lhomond-75231-PARIS CEDEX 05,48.84309885224512,2.3466817288359008
FairCarboN,SLAM-B,Labo,Laboratoire Interdisciplinaire des Energies de Demain,LIED,201320733J,UMR 8236,CNRS / Université de Paris Cité,2-Physique / 6-Sciences humaines et humanités,"PE3-Condensed matter physics : structure, electronic properties, fluids, nanosciences, biological physics","11 rue Alice Domon et Léonie Duquet, Bât. Condorcet, case postale 7040, 75205 Pari",48.82777016305813,2.3802196
FairCarboN,CABESTAN,Labo,LIttoral ENvironnement et Sociétés,LIENSs,201220407J,UMR 7266,CNRS / La Rochelle Université,"3-Sciences de la terre et de l'univers, espace / 5-Biologie, médecine et santé / 4-Chimie / 6-Sciences humaines et humanités / 10-Sciences agronomiques et écologiques",,La Rochelle Université,46.14175415039063,-1.1513279676437378
FairCarboN,CarboNium,Labo,LIttoral ENvironnement et Sociétés,LIENSs,201220407J,UMR 7266,CNRS / La Rochelle Université,"3-Sciences de la terre et de l'univers, espace / 5-Biologie, médecine et santé / 4-Chimie / 6-Sciences humaines et humanités / 10-Sciences agronomiques et écologiques",,La Rochelle Université,46.14175415039063,-1.1513279676437378
FairCarboN,ALAMOD,Labo,Laboratoire d'inventaire forestier,LIF,,IGN,IGN,,,"73 avenue de Paris
94165 SAINT-MANDÉ CEDEX
France",48.845624,2.4245825
FairCarboN,SLAM-B,Labo,"Laboratoire d’Informatique, de Robotique et de Microélectronique de Montpellier",LIRMM,199111950H,UMR 5506,Université de Montpellier / CNRS,7-Sciences de la société / 8-Sciences pour l'ingénieur / 9-Sciences et technologies de l'information et de la communication / 10-Sciences agronomiques et écologiques,"PE6 : Computer science and informatics : informatics and information systems, computer science, scientific computing, intelligent systems
PE7 : Systems and communication engineering : Electrical, electronic, communication, optical and systems engineering","LIRMM UMR 5506
CC477
161 rue Ada
34095 Montpellier Cedex",43.3822,3.5
FairCarboN,CANETE,Labo,Laboratoire d'étude des Interactions Sol - Agrosystème - Hydrosystème,LISAH,197217858M,UMR 144,Institut Agro / IRD / INRAE / AgroParisTech,10-Sciences agronomiques et écologiques,,2 place Viala 34060 Montpellier,43.61700439453125,3.8545618057250977
FairCarboN,RIFT,Labo,Laboratoire d'étude des Interactions Sol - Agrosystème - Hydrosystème,LISAH,197217858M,UMR 144,Institut Agro / IRD / INRAE / AgroParisTech,10-Sciences agronomiques et écologiques,,2 place Viala 34060 Montpellier,43.61700439453125,3.8545618057250977
FairCarboN,PEACE,Labo,Laboratoire d'étude des Interactions Sol - Agrosystème - Hydrosystème,LISAH,197217858M,UMR 144,Institut Agro / IRD / INRAE / AgroParisTech,10-Sciences agronomiques et écologiques,,2 place Viala 34060 Montpellier,43.61700439453125,3.8545618057250977
FairCarboN,CarboNium,Labo,Laboratoire d'étude des Interactions Sol - Agrosystème - Hydrosystème,LISAH,197217858M,UMR 144,Institut Agro / IRD / INRAE / AgroParisTech,10-Sciences agronomiques et écologiques,,2 place Viala 34060 Montpellier,43.61700439453125,3.8545618057250977
FairCarboN,ALAMOD,Labo,Laboratoire d'étude des Interactions Sol - Agrosystème - Hydrosystème,LISAH,197217858M,UMR 144,Institut Agro / IRD / INRAE / AgroParisTech,10-Sciences agronomiques et écologiques,,2 place Viala 34060 Montpellier,43.61700439453125,3.8545618057250977
FairCarboN,SLAM-B,Labo,Laboratoire d'Ingénierie des Systèmes Complexes,LISC,199718620G,UR 1465,INRAE,8-Sciences pour l'ingénieur / 10-Sciences agronomiques et écologiques,,"9 avenue Blaise Pascal, 63170 Aubière, France",45.7623092,3.1110627
FairCarboN,CABESTAN,Labo,Laboratoire de météorologie dynamique,LMD,,UMR 8539,CNRS / ENS-PSL / Institut polytechnique de Paris / Sorbonne Université,"3-Sciences de la terre et de l'univers, espace",,route de Saclay-91128-PALAISEAU CEDEX,48.7195536,2.2210765
FairCarboN,CABESTAN,Labo,Laboratoire d'océanologie et de géosciences,LOG,200812834V,UMR 8187,CNRS / Université de Lille / IRD / Université Littoral Côte d'Opale," 3-Sciences de la terre et de l'univers, espace / 10-Sciences agronomiques et écologiques"," - LS8 : Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling
 - PE10 : Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management
 - SH3 : The Social World and Its Interactions : Sociology, social psychology, education sciences, communication studies",28 avenue Foch-62930-WIMEREUX,50.7630241,1.6059993
FairCarboN,TROPECOS,Labo,Laboratoire d'océanologie et de géosciences,LOG,200812834V,UMR 8187,CNRS / Université de Lille / IRD / Université Littoral Côte d'Opale," 3-Sciences de la terre et de l'univers, espace / 10-Sciences agronomiques et écologiques"," - LS8 : Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling
 - PE10 : Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management
 - SH3 : The Social World and Its Interactions : Sociology, social psychology, education sciences, communication studies",28 avenue Foch-62930-WIMEREUX,50.7630241,1.6059993
FairCarboN,ALAMOD,Labo,Laboratoire de Physique et Chimie de l’Environnement et de l’Espace,LPC2E,201220223J,UMR 7328,CNRS /CNES / Université d'Orléans," 2-Physique / 3-Sciences de la terre et de l'univers, espace"," - PE9 : Universe Sciences : Astro-physics/-chemistry/-biology; solar system; planetary systems; stellar, galactic and extragalactic astronomy; cosmology; space sciences; astronomical instrumentation and data",Orléans,47.8366383,1.9434985
FairCarboN,TROPECOS,Labo,Laboratoire de Planétologie et Géosciences,LPG,200012185Z,UMR 6112,CNRS / Université de Nantes / CNES / Université d'Angers / Université du Mans,"3-Sciences de la terre et de l'univers, espace",,2 Rue de la Houssinière-44322-NANTES CEDEX 3,47.2385635,-1.5553325
FairCarboN,CABESTAN,Labo,Laboratoire de Planétologie et Géosciences,LPG,200012185Z,UMR 6112,CNRS / Université de Nantes / CNES / Université d'Angers / Université du Mans,"3-Sciences de la terre et de l'univers, espace",,2 Rue de la Houssinière-44322-NANTES CEDEX 3,47.2385635,-1.5553325
FairCarboN,CarboNium,Labo,Laboratoire de Planétologie et Géosciences,LPG,200012185Z,UMR 6112,CNRS / Université de Nantes / CNES / Université d'Angers / Université du Mans,"3-Sciences de la terre et de l'univers, espace",,2 Rue de la Houssinière-44322-NANTES CEDEX 3,47.2385635,-1.5553325
FairCarboN,ALAMOD,Labo,Laboratoire des Sciences du Climat et de l'Environnement,LSCE,200611689J,UMR 8212,CEA / Université Paris-Saclay / CNRS,"3-Sciences de la terre et de l'univers, espace",,"CEA Saclay, Bat 714, pièce 1034 Site de l'Orme des Merisiers Chemin de Saint Aubin - RD 128-91191-GIF SUR YVETTE CEDEX",48.712045,2.1472144
FairCarboN,DEEP-C,Labo,Laboratoire des Sciences du Climat et de l'Environnement,LSCE,200611689J,UMR 8212,CEA / Université Paris-Saclay / CNRS,"3-Sciences de la terre et de l'univers, espace",,"CEA Saclay, Bat 714, pièce 1034 Site de l'Orme des Merisiers Chemin de Saint Aubin - RD 128-91191-GIF SUR YVETTE CEDEX",48.712045,2.1472144
FairCarboN,GREENSCALE,Labo,Laboratoire des Sciences du Climat et de l'Environnement,LSCE,200611689J,UMR 8212,CEA / Université Paris-Saclay / CNRS,"3-Sciences de la terre et de l'univers, espace",,"CEA Saclay, Bat 714, pièce 1034 Site de l'Orme des Merisiers Chemin de Saint Aubin - RD 128-91191-GIF SUR YVETTE CEDEX",48.712045,2.1472144
FairCarboN,RhizoSeqC,Labo,Laboratoire des Sciences du Climat et de l'Environnement,LSCE,200611689J,UMR 8212,CEA / Université Paris-Saclay / CNRS,"3-Sciences de la terre et de l'univers, espace",,"CEA Saclay, Bat 714, pièce 1034 Site de l'Orme des Merisiers Chemin de Saint Aubin - RD 128-91191-GIF SUR YVETTE CEDEX",48.712045,2.1472144
FairCarboN,CABESTAN,Labo,Laboratoire Universitaire des Sciences Appliquées de Cherbourg,LUSAC,200815490G,UR 4253,Univeristé de Caen,8-Sciences pour l'ingénieur / 4-Chimie / 9-Sciences et technologies de l'information et de la communication                        ,"PE7-Systems and communication engineering : Electrical, electronic, communication, optical and systems engineering,
PE8-Products and Processes Engineering : Product and process design, chemical, civil, environmental, mechanical, vehicle engineering, energy processes and relevant computational methods,
PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management",LUSAC - ESIX Normandie Prod.Rue Louis Aragon78-50130-CHERBOURG OCTEVILLE,49.634357,-1.6441993
FairCarboN,CarboNium,Labo,Morphodynamique Continentale et Côitère,M2C,200012210B,UMR 6143,CNRS / Université de Caen / Université de Rouen,"10-Sciences agronomiques et écologiques / 3-Sciences de la terre et de l'univers, espace / 8-Sciences pour l'ingénieur","LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards,
PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management","24, Rue des tilleuls
Université de Caen (Campus 1)
14000 Caen cedex",49.1922983,-0.3668482
